aspect,description,sentiment,Sentiment
gun,extremely satisfying,0.5,Positive
ad,good,0.7,Positive
rifle,extremely bust,-0.125,Negative
pain,extremely fast,0.2,Positive
farm,favourite,0.0,Neutral
crossing,absolutely most,0.5,Positive
game,that much,0.2,Positive
content,more,0.5,Positive
game,overall good,0.35,Positive
joke,buggy,0.0,Neutral
game,least,-0.3,Negative
game,only,0.0,Neutral
player,other,-0.125,Negative
game,bad,-0.6999999999999998,Negative
gun,first,0.25,Positive
fuck,even playable,0.0,Neutral
multiplayer,same,0.0,Neutral
game,mixed,0.0,Neutral
experience,similar,0.0,Neutral
player,mediocre,-0.5,Negative
rake,stable,0.0,Neutral
gripe,disable,0.0,Neutral
player,huge,0.4000000000000001,Positive
computer,general,0.05000000000000002,Positive
game,other,-0.125,Negative
deus,ashamed,0.0,Neutral
game,entire,0.0,Neutral
sniping,so nice,0.6,Positive
play,great,0.8,Positive
game,specific,0.0,Neutral
variety,expensive,-0.5,Negative
fade,more,0.5,Positive
crashing,hardly enjoyable,0.5,Positive
season,first,0.25,Positive
pain,damn,0.0,Neutral
game,worth,0.3,Positive
bunch,good,0.7,Positive
crash,big,0.0,Neutral
game,almost unplayable,-0.4,Negative
game,huge,0.4000000000000001,Positive
thrill,entire,0.0,Neutral
speed,very balanced,0.2,Positive
mode,new,0.13636363636363635,Positive
voice,warm,0.6,Positive
map,very mid,0.0,Neutral
spread,current,0.0,Neutral
people,entire,0.0,Neutral
story,gifted,0.5,Positive
game,no different,0.0,Neutral
play,generic,0.0,Neutral
game,first,0.25,Positive
cod,young,0.1,Positive
multiplayer,incredibly toxic,0.9,Positive
implementation,half baked,-0.16666666666666666,Negative
change,interesting,0.5,Positive
multiplayer,very intense,0.26,Positive
king,smart,0.21428571428571427,Positive
deathwatch,previous,-0.16666666666666666,Negative
mode,exactly as tactical,0.25,Positive
invasion,great,0.8,Positive
mode,actually playable,0.0,Neutral
friend,very quick,0.43333333333333335,Positive
progress,long,-0.05,Negative
developer,possible,0.0,Neutral
optimize,consistent,0.25,Positive
game,hidden,-0.16666666666666666,Negative
game,polished,0.0,Neutral
call,bad,-0.6999999999999998,Negative
multiplayer,awful,-1.0,Negative
camping,cautious,0.0,Neutral
game,very fun,0.39,Positive
game,fucking,-0.6,Negative
cod,old,0.1,Positive
game,bad,-0.6999999999999998,Negative
multiplayer,even bad,-0.6999999999999998,Negative
map,dead,-0.2,Negative
agent,meta,0.0,Neutral
one,objective,0.0,Neutral
game,overall,0.0,Neutral
game,extremely buggy,-0.125,Negative
progression,least,-0.3,Negative
warfare,next,0.0,Neutral
soap,funny,0.25,Positive
game,whole,0.2,Positive
war,classic,0.16666666666666666,Positive
map,quite good,0.7,Positive
war,new,0.13636363636363635,Positive
chase,enjoyable,0.5,Positive
ending,anticlimactic,0.0,Neutral
game,break,0.0,Neutral
majority,more recent,0.25,Positive
crash,crappy,0.0,Neutral
map,bad,-0.6999999999999998,Negative
movement,awesome,1.0,Positive
campaign,super fun,0.31666666666666665,Positive
amount,awesome,1.0,Positive
didst,bad,-0.6999999999999998,Negative
d,third,0.0,Neutral
matter,mw2,0.0,Neutral
map,slow,-0.30000000000000004,Negative
warfare,modern,0.2,Positive
option,rotational,0.0,Neutral
fun,other,-0.125,Negative
design,very bad,-0.9099999999999998,Negative
levelling,nonstop,0.0,Neutral
campaign,decent,0.16666666666666666,Positive
money,at least,-0.3,Negative
cod,second,0.0,Neutral
offer,soon worth,0.3,Positive
one,worth,0.3,Positive
menu,dumb,-0.375,Negative
warfare,modern,0.2,Positive
option,exclusive,0.0,Neutral
assist,awful,-1.0,Negative
assist,off,0.0,Neutral
vision,pretty good,0.475,Positive
map,horrible,-1.0,Negative
gun,bad,-0.6999999999999998,Negative
reason,worth,0.3,Positive
game,major,0.0625,Positive
game,invalidated,0.0,Neutral
gambit,fucking,-0.6,Negative
playing,great,0.8,Positive
handgun,proper,0.0,Neutral
game,fun,0.3,Positive
game,that much,0.2,Positive
shit,stupid,-0.7999999999999999,Negative
game,modern,0.2,Positive
team,rank,-0.8,Negative
part,very least,-0.39,Negative
edition,much,0.2,Positive
killer,grossly underpowered,0.0,Neutral
people,single,-0.07142857142857142,Negative
multiplayer,anti,0.0,Neutral
point,free,0.4,Positive
people,fun balanced,0.3,Positive
campaign,popular,0.6,Positive
game,royal,0.0,Neutral
streamer,royal,0.0,Neutral
gun,good,0.7,Positive
streamer,completely unrealistic,-0.5,Negative
grind,reasonable,0.2,Positive
game,fun,0.3,Positive
deus,once beloved,0.7,Positive
series,anymore worth,0.3,Positive
game,really bad,-0.6999999999999998,Negative
cock,free,0.4,Positive
map,large,0.21428571428571427,Positive
texture,horrible,-1.0,Negative
multiplayer,very stale,-0.65,Negative
campaign,more,0.5,Positive
patch,early,0.1,Positive
game,ready,0.2,Positive
ranking,more,0.5,Positive
game,even big,0.0,Neutral
game,fine,0.4166666666666667,Positive
pc,literally just close,0.0,Neutral
patch,happy,0.8,Positive
issue,plentiful,0.0,Neutral
game,good,0.7,Positive
king,mad,-0.625,Negative
game,silly,-0.5,Negative
game,only,0.0,Neutral
crash,token,0.0,Neutral
play,great,0.8,Positive
idea,new,0.13636363636363635,Positive
game,beta,0.0,Neutral
issue,surprisingly limited,-0.07142857142857142,Negative
bug,annoying,-0.8,Negative
vision,available,0.4,Positive
rating,different,0.0,Neutral
thing,sure,0.5,Positive
game,very good,0.9099999999999999,Positive
game,well short,0.0,Neutral
multiplayer,ridiculously unbalanced,-0.3333333333333333,Negative
game,modern,0.2,Positive
game,fair,0.7,Positive
game,so third,0.0,Neutral
check,favourite,0.0,Neutral
game,really good,0.7,Positive
connection,bad,-0.6999999999999998,Negative
campaign,bad,-0.6999999999999998,Negative
developer,full,0.35,Positive
butt,dumb,-0.375,Negative
footstep,loud,0.1,Positive
match,worth,0.3,Positive
spawn,terrible,-1.0,Negative
shoot,second,0.0,Neutral
crossing,bad,-0.6999999999999998,Negative
stat,recent,0.0,Neutral
majority,terrible,-1.0,Negative
euro,worth,0.3,Positive
face,entire,0.0,Neutral
multiplayer,good,0.7,Positive
campaign,entire,0.0,Neutral
people,top,0.5,Positive
game,ridiculous,-0.3333333333333333,Negative
game,frustrating,-0.4,Negative
cod,absurd,-0.5,Negative
match,casual,-0.5000000000000001,Negative
system,bad,-0.6999999999999998,Negative
gun,short,0.0,Neutral
mw2022,good,0.7,Positive
weapon,decently balanced,0.16666666666666666,Positive
cod,original,0.375,Positive
play,multiple,0.0,Neutral
multiplayer,visual,0.0,Neutral
game,major,0.0625,Positive
game,quick,0.3333333333333333,Positive
game,base,-0.8,Negative
garbage,fun,0.3,Positive
team,equal,0.0,Neutral
friend,perfectly fine,0.4166666666666667,Positive
crash,high,0.16,Positive
spawn,next,0.0,Neutral
people,bad,-0.6999999999999998,Negative
vision,absolutely ridiculous,-0.3333333333333333,Negative
multiplayer,very frustrating,-0.52,Negative
game,most promising,0.35,Positive
game,single,-0.07142857142857142,Negative
graphic,low,0.0,Neutral
game,worth,0.3,Positive
vanguard,least,-0.3,Negative
map,remove,0.0,Neutral
campaign,of hard,-0.2916666666666667,Negative
mode,fun,0.3,Positive
knife,great,0.8,Positive
mode,new,0.13636363636363635,Positive
game,good,0.7,Positive
lot,pretty new,0.19318181818181818,Positive
wash,huge,0.4000000000000001,Positive
game,catastrophic,0.0,Neutral
game,dumb,-0.375,Negative
body,upper,0.0,Neutral
game,solid,0.0,Neutral
game,current,0.0,Neutral
campaign,great,0.8,Positive
game,more,0.5,Positive
multiplayer,more tactical,0.5,Positive
game,more,0.5,Positive
lot,infinite,0.0,Neutral
gunplay,usual,-0.25,Negative
campaign,amazing,0.6000000000000001,Positive
people,just annoying,-0.8,Negative
people,sure,0.5,Positive
trash,full,0.35,Positive
lack,soon pro,0.0,Neutral
polygraph,unique,0.375,Positive
crashing,good,0.7,Positive
developer,inept,0.0,Neutral
care,free,0.4,Positive
survival,big,0.0,Neutral
vote,old,0.1,Positive
play,top,0.5,Positive
streamer,casual,-0.5000000000000001,Negative
camping,old,0.1,Positive
movement,bad,-0.6999999999999998,Negative
movement,fine,0.4166666666666667,Positive
map,terrible,-1.0,Negative
int,friendly,0.375,Positive
change,live,0.13636363636363635,Positive
game,good,0.7,Positive
game,all enjoyable,0.5,Positive
game,absolute,0.2,Positive
person,same,0.0,Neutral
game,entryway,0.0,Neutral
gun,able,0.5,Positive
game,few,-0.2,Negative
grace,uneventful,0.0,Neutral
game,other,-0.125,Negative
poo,ginny,0.0,Neutral
gun,realistic,0.16666666666666666,Positive
problem,major,0.0625,Positive
grind,crazy,-0.6,Negative
review,modern,0.2,Positive
story,hard,-0.2916666666666667,Negative
level,so nice,0.6,Positive
content,bad,-0.6999999999999998,Negative
game,worth,0.3,Positive
game,potential,0.0,Neutral
game,potential,0.0,Neutral
bug,maybe more,0.5,Positive
game,good,0.7,Positive
registration,hit,0.0,Neutral
game,present,0.0,Neutral
design,weird,-0.5,Negative
people,perfect,1.0,Positive
way,stupid,-0.7999999999999999,Negative
anger,even funny,0.25,Positive
game,real,0.2,Positive
game,black,-0.16666666666666666,Negative
game,worth,0.3,Positive
system,good,0.7,Positive
camp,classy,0.1,Positive
matchmaking,great,0.8,Positive
problem,casual,-0.5000000000000001,Negative
stuttering,actual,0.0,Neutral
people,modern,0.2,Positive
call,most,0.5,Positive
store,more,0.5,Positive
people,more,0.5,Positive
play,enjoyable,0.5,Positive
issue,quick,0.3333333333333333,Positive
game,good,0.7,Positive
optimisation,new,0.13636363636363635,Positive
term,fine,0.4166666666666667,Positive
player,single,-0.07142857142857142,Negative
graphic,great,0.8,Positive
hacking,that bad,-0.6999999999999998,Negative
time,other,-0.125,Negative
invasion,great,0.8,Positive
coop,good,0.7,Positive
shoot,run,0.0,Neutral
lobby,low,0.0,Neutral
mission,miss,0.0,Neutral
designer,same,0.0,Neutral
studio,good,0.7,Positive
multiplayer,fine,0.4166666666666667,Positive
game,worth,0.3,Positive
campaign,awesome,1.0,Positive
camping,too much,0.2,Positive
grind,pretty cool,0.3,Positive
money,couple,0.0,Neutral
release,first,0.25,Positive
season,negative,-0.3,Negative
play,absolutely horrible,-1.0,Negative
game,worth,0.3,Positive
lobby,super,0.3333333333333333,Positive
reviewer,bald,0.0,Neutral
graphic,dingy,0.0,Neutral
bag,corporate,0.0,Neutral
thing,well,0.0,Neutral
lot,equivalent,0.0,Neutral
crash,multiple,0.0,Neutral
game,very incredible,1.0,Positive
game,good,0.7,Positive
wield,other,-0.125,Negative
idiot,full,0.35,Positive
campaign,unplayable,-0.4,Negative
experience,enjoyable,0.5,Positive
structure,unique,0.375,Positive
game,whole,0.2,Positive
step,bad,-0.6999999999999998,Negative
game,early,0.1,Positive
beta,open,0.0,Neutral
vision,full,0.35,Positive
opinion,only,0.0,Neutral
movement,nary,0.0,Neutral
mw2,pretty wacky,0.375,Positive
movement,hard,-0.2916666666666667,Negative
file,fail,-0.5,Negative
game,last,0.0,Neutral
cod,pretty good,0.475,Positive
people,exceptionally good,0.7,Positive
player,average,-0.15,Negative
grind,boring,-1.0,Negative
vanguard,first,0.25,Positive
game,worth,0.3,Positive
game,graphic,0.0,Neutral
game,marked,0.1,Positive
mission,most lazy,0.125,Positive
map,giant,0.0,Neutral
complaint,fucking,-0.6,Negative
game,pretty solid,0.125,Positive
game,positive,0.22727272727272727,Positive
shit,ridiculous,-0.3333333333333333,Negative
finish,polished,0.0,Neutral
system,fast,0.2,Positive
game,other,-0.125,Negative
layout,terrible,-1.0,Negative
multiplayer,pretty great,0.525,Positive
play,overall,0.0,Neutral
improvement,frequent,0.1,Positive
voice,positive,0.22727272727272727,Positive
memory,write,0.0,Neutral
matchmaking,competitive,0.0,Neutral
control,unpredictable,-0.16666666666666666,Negative
issue,rife,0.0,Neutral
friend,well,0.0,Neutral
thought,artificial,-0.6,Negative
game,just fun,0.3,Positive
sweat,motivational,0.0,Neutral
abomination,all too much,0.2,Positive
game,more appropriate,0.5,Positive
bug,busted,0.0,Neutral
game,so mad,-0.625,Negative
screen,single,-0.07142857142857142,Negative
story,fun,0.3,Positive
people,ass,0.0,Neutral
ply,very good,0.9099999999999999,Positive
multiplayer,great,0.8,Positive
friend,worth,0.3,Positive
gunplay,fantastic,0.4,Positive
campaign,very nice,0.78,Positive
warrior,typical,-0.16666666666666666,Negative
core,very annoying,-1.0,Negative
cancelling,really slow,-0.30000000000000004,Negative
voice,reminiscent,0.0,Neutral
variation,possible,0.0,Neutral
half,variant,0.0,Neutral
deus,tactical,0.0,Neutral
shootout,bad,-0.6999999999999998,Negative
people,comically bad,-0.6999999999999998,Negative
icing,hot,0.25,Positive
publisher,single,-0.07142857142857142,Negative
people,black,-0.16666666666666666,Negative
spawn,miserable,-1.0,Negative
blow,past,-0.25,Negative
amount,insane,-1.0,Negative
people,shit,-0.2,Negative
game,good,0.7,Positive
play,good,0.7,Positive
game,really good,0.7,Positive
game,mostly unplayable,-0.4,Negative
fact,so infuriate,0.0,Neutral
crash,bad,-0.6999999999999998,Negative
story,lacklustre,0.0,Neutral
scene,boring,-1.0,Negative
enemy,many,0.5,Positive
mag,armoured,0.0,Neutral
time,quick,0.3333333333333333,Positive
multiplayer,pretty bad,-0.22499999999999992,Negative
match,most,0.5,Positive
enemy,terrible,-1.0,Negative
game,worth,0.3,Positive
player,stupid,-0.7999999999999999,Negative
fuck,actual,0.0,Neutral
game,shooter,0.0,Neutral
game,mentally challenge,-0.1,Negative
price,very lacking,0.2,Positive
remake,mw2,0.0,Neutral
game,similar,0.0,Neutral
mw22022,same,0.0,Neutral
kind,scummy,0.0,Neutral
campaign,wrong,-0.5,Negative
deus,just fun,0.3,Positive
plot,exact,0.25,Positive
checkpoint,wild,0.1,Positive
multiplayer,fun,0.3,Positive
play,tight,-0.17857142857142858,Negative
rest,regular,0.0,Neutral
game,damn,0.0,Neutral
game,very good,0.9099999999999999,Positive
game,playable,0.0,Neutral
ass,available,0.4,Positive
kid,less,-0.16666666666666666,Negative
review,unplayable,-0.4,Negative
border,great,0.8,Positive
game,such,0.0,Neutral
hell,damn,0.0,Neutral
gun,bad,-0.6999999999999998,Negative
place,so much,0.2,Positive
progression,awful,-1.0,Negative
game,amazing,0.6000000000000001,Positive
game,unplayable,-0.4,Negative
map,complete,0.1,Positive
game,unplayable,-0.4,Negative
game,fun,0.3,Positive
game,constantly impossible,-0.6666666666666666,Negative
game,bad,-0.6999999999999998,Negative
game,mad,-0.625,Negative
diff,worth,0.3,Positive
concern,big,0.0,Neutral
system,offensive,0.0,Neutral
people,several,0.0,Neutral
player,false,-0.4000000000000001,Negative
game,otherwise good,0.7,Positive
map,too big,0.0,Neutral
speed,even slow,-0.30000000000000004,Negative
man,detain,0.0,Neutral
part,pretty unplayable,-0.07500000000000001,Negative
mode,useless,-0.5,Negative
silence,impossible,-0.6666666666666666,Negative
game,current,0.0,Neutral
system,horrible,-1.0,Negative
campaign,that great,0.8,Positive
homosexuality,strong,0.4333333333333333,Positive
game,full,0.35,Positive
map,single,-0.07142857142857142,Negative
steam,worth,0.3,Positive
game,private,0.0,Neutral
cod,chinese,0.0,Neutral
gun,good,0.7,Positive
ton,extra,0.0,Neutral
game,more precise,0.45,Positive
suppressor,useless,-0.5,Negative
rest,straight,0.2,Positive
play,rapid,0.0,Neutral
company,unstable,0.0,Neutral
texture,black,-0.16666666666666666,Negative
ward,ashamed,0.0,Neutral
gunplay,so many,0.5,Positive
game,so strong,0.4333333333333333,Positive
menu,most important,0.45,Positive
game,possible,0.0,Neutral
people,unbanned,0.0,Neutral
game,fun,0.3,Positive
memory,long,-0.05,Negative
player,more,0.5,Positive
player,delusional,0.0,Neutral
game,fun,0.3,Positive
game,absolutely unplayable,-0.4,Negative
rig,capable,0.2,Positive
game,horrible,-1.0,Negative
system,horrible,-1.0,Negative
people,bad,-0.6999999999999998,Negative
sag,long,-0.05,Negative
team,other,-0.125,Negative
crashing,white,0.0,Neutral
game,awful,-1.0,Negative
game,unplayable,-0.4,Negative
crash,current,0.0,Neutral
company,even 40normally worth,0.3,Positive
corner,sure,0.5,Positive
game,fortunate,0.4,Positive
gunplay,more stable,0.5,Positive
war,hard,-0.2916666666666667,Negative
game,impossible,-0.6666666666666666,Negative
crash,really annoying,-0.8,Negative
game,delusional,0.0,Neutral
sniper,even,0.0,Neutral
game,undiagnosed,0.0,Neutral
game,buggy,0.0,Neutral
campaign,quite few,-0.2,Negative
friend,due,-0.125,Negative
game,last,0.0,Neutral
person,major,0.0625,Positive
point,horrible,-1.0,Negative
heating,entire,0.0,Neutral
shooter,slow,-0.30000000000000004,Negative
screen,messy,-0.2,Negative
mess,social,0.03333333333333333,Positive
play,cool,0.35,Positive
effect,good,0.7,Positive
campaign,definitely worth,0.3,Positive
system,excessive,-0.25,Negative
franchise,barely complete,0.1,Positive
truth,honest,0.6,Positive
game,fun,0.3,Positive
play,incredible,0.9,Positive
laser,entirely invisible,0.0,Neutral
issue,really obvious,0.0,Neutral
inconsistency,green,-0.2,Negative
warfare,worth,0.3,Positive
outdo,american,0.0,Neutral
version,previous,-0.16666666666666666,Negative
recoil,preset,0.0,Neutral
battle,upcoming,0.0,Neutral
game,doss,0.0,Neutral
game,huge,0.4000000000000001,Positive
cyberpunk,happy,0.8,Positive
people,already head,0.0,Neutral
gunplay,common,-0.3,Negative
access,first,0.25,Positive
price,impatient,-0.2,Negative
campaign,couple,0.0,Neutral
thing,able,0.5,Positive
fact,crazy,-0.6,Negative
game,graphical,0.0,Neutral
word,only,0.0,Neutral
graphic,general,0.05000000000000002,Positive
fire,very glad,0.65,Positive
charge,amazing,0.6000000000000001,Positive
pistol,viable,0.0,Neutral
perk,needlessly annoying,-0.8,Negative
lot,miss,0.0,Neutral
meta,fun,0.3,Positive
mission,set,0.0,Neutral
mission,really boring,-1.0,Negative
game,random,-0.5,Negative
mw2,solid,0.0,Neutral
game,very little,-0.24375000000000002,Negative
separation,horrible,-1.0,Negative
pc,capable,0.2,Positive
people,sure,0.5,Positive
friend,now so used,0.0,Neutral
car,opposing,0.0,Neutral
attachment,useless,-0.5,Negative
game,bad,-0.6999999999999998,Negative
mission,stealth,0.0,Neutral
campaign,single,-0.07142857142857142,Negative
campaign,worth,0.3,Positive
multiplayer,visceral,0.0,Neutral
bug,terrible,-1.0,Negative
game,hot,0.25,Positive
map,just despicable,0.0,Neutral
map,nuke,0.0,Neutral
point,other,-0.125,Negative
campaign,really good,0.7,Positive
multiplayer,fun,0.3,Positive
file,lose,0.0,Neutral
stutter,few,-0.2,Negative
ell,low,0.0,Neutral
gun,same,0.0,Neutral
pc,instal,0.0,Neutral
map,most,0.5,Positive
player,just plain wrong,-0.35714285714285715,Negative
game,old,0.1,Positive
well,rant,0.0,Neutral
game,hello expensive,-0.5,Negative
game,unbalanced,0.0,Neutral
game,hilariously bad,-0.6999999999999998,Negative
gunplay,slow,-0.30000000000000004,Negative
map,legal,0.2,Positive
game,well,0.0,Neutral
game,good,0.7,Positive
game,most,0.5,Positive
server,multiple,0.0,Neutral
file,fail,-0.5,Negative
