aspect,description,sentiment
campaign,single,-0.07142857142857142
play,recent,0.0
game,normal,0.15
package,well worth,0.65
play,key,0.0
fuck,tragic,-0.75
update,really fun,0.3
progress,new,0.13636363636363635
gun,more,0.5
rest,less,-0.16666666666666666
people,solid,0.5
boy,elaborate,0.5
query,casual,-0.5000000000000001
decision,correct,1.0
game,unbelievable,-0.25
crash,fucking,-0.6
game,unplayable,-0.4
steam,live,0.13636363636363635
board,pro,0.0
problem,fully patch,0.0
multiplayer,old,0.1
game,female,0.0
vision,minded,0.0
graphic,amazing,0.6000000000000001
map,small,-0.25
game,full,0.35
game,special,0.35714285714285715
game,glitchy,0.0
price,good,0.7
grind,fun,0.3
game,minor,-0.05
gunplay,smooth,0.4
gun,great,0.8
multiplayer,insane,-1.0
weapon,cool,0.35
design,able,0.5
pistol,most,0.5
gunsmith,inspect,0.0
bug,crazy,-0.6
one,really annoying,-0.8
people,most,0.5
game,further,0.0
multiplayer,absolutely terrible,-1.0
assist,disgusting,-1.0
multiplayer,high,0.16
mission,fun,0.3
earn,extremely aggravating,-0.125
franchise,original,0.375
iteration,current,0.0
iteration,seamless,0.1
camper,small,-0.25
timer,able,0.5
marathon,additional,0.0
game,slow,-0.30000000000000004
team,just slowly meander,-0.30000000000000004
weapon,much high,0.16
sag,other,-0.125
bullet,third,0.0
issue,modern,0.2
playlist,blatantly lazy,-0.25
esther,modern,0.2
vision,micro,0.0
spawn,absolutely shit,-0.2
performance,wholly enjoyable,0.5
customization,good,0.7
system,same,0.0
sign,big,0.0
spoiler,h1fortunately free,0.4
ghost,new,0.13636363636363635
soap,seasoned,0.25
banter,awesome,1.0
h1multiplayer,high,0.16
campaign,more,0.5
map,few,-0.2
campaign,awful,-1.0
rest,too bad,-0.6999999999999998
campaign,good,0.7
multiplayer,that great,0.8
op,fun,0.3
call,worth,0.3
game,mid,0.0
campaign,top,0.5
mission,much,0.2
game,absurd,-0.5
play,stick,0.0
campaign,filmy,0.0
character,pretty good,0.475
campaign,so many,0.5
designer,main,0.16666666666666666
game,graphic,0.0
tag,unacceptable,-1.0
menu,other,-0.125
game,unacceptably buggy,-1.0
crash,bad,-0.6999999999999998
crash,constant,0.0
op,black,-0.16666666666666666
one,cheat,-1.0
deus,sad,-0.5
game,great,0.8
imagine,9ms,0.0
game,serious,-0.3333333333333333
company,so many,0.5
campaign,interesting,0.5
homie,def,0.0
drill,good,0.7
amount,unreal,1.0
reboot,modern,0.2
instalment,no different,0.0
campaign,high,0.16
gun,great,0.8
map,pretty solid,0.375
feature,great,0.8
launch,new,0.13636363636363635
sky,double,0.0
multiplayer,incomplete,-1.0
game,nonstop,0.0
glitch,able,0.5
game,unplayable,-0.4
game,really fun,0.3
play,fucking,-0.6
campaign,mw2,0.0
post,300900ms,0.0
weapon,present,0.0
weapon,more fancy,0.5
one,american,0.0
game,great,0.8
minute,enrage,-1.0
game,pathetic,-1.0
mode,underwhelme,0.0
approach,new,0.13636363636363635
game,desperate,-0.6
style,possible,0.0
gun,rewarding,0.5
weapon,large,0.21428571428571427
failure,balanced,1.0
need,even most stoic,0.5
multiplayer,other,-0.125
writing,major,0.0625
mission,current,0.0
failure,own,0.6
one,original,0.375
system,very pointless,-0.325
wing,pointless,-0.25
surprise,overpriced,-1.0
game,new,0.13636363636363635
server,as good,0.7
game,no long,0.025
mhz,virtual,0.0
game,good,0.7
kind,new,0.13636363636363635
point,ridiculous,-0.3333333333333333
game,so underwhelming,0.0
play,last,0.0
story,fine,0.4166666666666667
reason,negative,-0.3
menu,unnecessarily complex,-0.3
play,awesome,1.0
use,definitely worth,0.3
game,black,-0.16666666666666666
issue,entire,0.0
call,bad,-0.6999999999999998
multiplayer,angry,-0.5
balancing,good,0.7
fire,good,0.7
hartline,perk,0.0
mention,more,0.5
call,basic,0.0
sub,good,0.7
friend,least,-0.3
mode,great,0.8
game,random,-0.5
crash,random,-0.5
deus,great,0.8
campaign,too short,0.0
grind,casual,-0.5000000000000001
feel,more rewarding,0.5
war,fun,0.3
mode,stupid,-0.7999999999999999
mode,okay,0.5
mission,good,0.7
multiplayer,different,0.0
map,okay,0.5
campaign,incredible,0.9
story,bad,-0.6999999999999998
city,quite as many,0.5
game,such,0.0
lot,so many,0.5
thing,modern,0.2
thing,back,0.0
game,top,0.5
game,due,-0.125
game,cleanest,1.0
line,just frustrating,-0.4
beard,possible,0.0
mess,ultimate,0.0
character,hardcore,0.0
system,terrible,-1.0
care,free,0.4
survival,big,0.0
gun,last,0.0
game,bad,-0.6999999999999998
player,disable,-1.0
int,all here good,0.7
game,hot,0.25
game,simple,0.0
design,crowded,-1.0
generation,new,0.13636363636363635
war,sure,0.5
display,new,0.13636363636363635
menu,confusing,-0.3
war,round,-0.2
game,disconnect,0.0
game,early,0.1
map,much,0.2
war,last,0.0
people,more hard,0.10416666666666666
tag,big,0.0
player,single,-0.07142857142857142
game,good,0.7
game,nice,0.6
game,free,0.4
game,steady,0.16666666666666666
game,other,-0.125
system,pretty good,0.475
pew,wrong,-0.5
game,shitty,0.0
multiplayer,honest,0.6
lobby,many,0.5
game,prime,0.0
driver,late,-0.3
driver,late,-0.3
recommend,beta,0.0
server,unplayable,-0.4
game,much,0.2
feature,well,1.0
campaign,poor,-0.4
game,really good,0.7
crash,other,-0.125
campaign,good,0.7
multiplayer,really good,0.7
mode,super addictive,0.16666666666666666
game,great,0.8
system,nonexistent,-1.0
driver,sketchy,-1.0
game,more,0.5
cod,more realistic,0.3333333333333333
game,absurd,-0.5
game,ready,0.2
customization,break,-1.0
invasion,nice,0.6
system,personally welcome,0.8
vehicle,negative,-0.3
control,evasive,-1.0
joke,second,0.0
grenade,awesome,1.0
game,good,0.7
noise,too loud,0.1
mode,unplayable,-0.4
people,that bad,-0.6999999999999998
footstep,most,0.5
design,hardcore,0.0
game,modern,0.2
game,modern,0.2
screen,busted,0.0
rest,good,0.7
champs,ready,0.2
vision,youtube,0.0
developer,common,-0.3
half,punish,-1.0
beta,tactical,0.0
exploit,alive,0.1
developer,first,0.25
thing,old,0.1
people,same,0.0
game,major,0.0625
release,sad,-0.5
developer,full,0.35
button,really easy,0.43333333333333335
majority,available,0.4
game,visual,0.0
game,extremely unstable,-1.0
bug,real,0.2
system,robust,1.0
nerd,hilariously slow,-0.30000000000000004
game,disconnect,0.0
handling,unforgettable,0.8
hardcore,insanely long,-0.05
release,great,0.8
game,fair,0.7
majority,more realistic,0.3333333333333333
majority,top,0.5
map,small,-0.25
spawn,same,0.0
game,worth,0.3
game,enough lucky,0.41666666666666663
people,mid,0.0
slur,old,0.1
mate,more,0.5
character,underwhelme,0.0
summary,great,0.8
war,really fun,0.3
mode,other,-0.125
community,really fun,0.3
attack,terrible,-1.0
game,basic,0.0
parent,red,0.0
bravo,new,0.13636363636363635
invasion,fun,0.3
ban,cheat,-1.0
assist,break,-1.0
map,terrible,-1.0
game,more,0.5
kid,graphic,0.0
menu,buggy,-1.0
interface,triple,0.0
system,red,0.0
game,frivolously gallivant,0.0
game,aggressive,-1.0
weapon,least less,-0.23333333333333334
map,pretty bad,-0.22499999999999992
car,combustible,0.0
map,explosive,-1.0
game,fun,0.3
bug,annoying,-0.8
controller,more powerful,0.4
multiplayer,imbalanced,0.0
hit,freaking,-1.0
gun,bloom,1.0
player,absolutely riddle,0.2
multiplayer,very uninspired,-0.65
medal,good,0.7
table,enough big,0.25
inspection,same,0.0
people,other,-0.125
weapon,general,0.05000000000000002
docent,that bad,-0.6999999999999998
reg,pretty good,0.475
movement,good,0.7
match,pretty engaging,0.325
game,very quick,0.43333333333333335
game,de,0.0
faction,very boring,-1.0
allegiance,cool,0.35
server,lacklustre,0.0
update,official,0.0
player,many,0.5
game,current,0.0
mission,pretty sick,-0.23214285714285715
levelling,other,-0.125
thing,pretty disappointing,-0.175
game,more,0.5
cell,great,0.8
space,stupid,-0.7999999999999999
system,main,0.16666666666666666
graphic,well,1.0
review,negative,-0.3
campaign,good,0.7
mission,more,0.5
multiplayer,fine,0.4166666666666667
level,tactical,0.0
game,worth,0.3
game,bad,-0.6999999999999998
crash,separate,0.0
game,other,-0.125
game,good,0.7
game,solid,0.5
graphic,solid,0.5
game,too many,0.5
controller,punish,-1.0
game,other,-0.125
gunplay,exceptionally responsive,1.0
model,perfect,1.0
implementation,very good,0.9099999999999999
mode,nice,0.6
replacement,constantly excellent,1.0
crap,too much,0.2
map,worth,0.3
game,late,-0.3
campaign,bad,-0.6999999999999998
graphic,good,0.7
thing,too much,0.2
multiplayer,consistent,0.25
crash,bandicoot,0.0
campaign,armoured,0.0
coop,dead,-0.2
game,lucky,0.3333333333333333
sniper,other,-0.125
map,terrible,-1.0
sniper,gable,0.0
remind,old,0.1
stat,just mad,-0.625
game,tactical,0.0
movement,most,0.5
campaign,bad,-0.6999999999999998
weapon,bad,-0.6999999999999998
game,worth,0.3
multiplayer,already litter,0.0
game,modern,0.2
multiplayer,pretty fun,0.275
game,right,0.2857142857142857
people,last,0.0
campaign,modern,0.2
taste,worth,0.3
grandmother,less,-0.16666666666666666
game,so many,0.5
mode,good,0.7
cod,most unstable,-0.25
design,net,0.0
attachment,constant,0.0
review,negative,-0.3
player,single,-0.07142857142857142
majority,disable,-1.0
claim,debunk,0.0
battlefield,good,0.7
gold,good,0.7
talking,fun,0.3
people,casual,-0.5000000000000001
pace,super,0.3333333333333333
lot,stupid,-0.7999999999999999
sandbox,fun,0.3
criticism,major,0.0625
game,worth,0.3
thing,poor,-0.4
sigh,as divisive,0.0
gaming,low,0.0
menu,well,1.0
crash,constant,0.0
eth,false,-0.4000000000000001
issue,really fun,0.3
error,useless,-0.5
game,more,0.5
wanker,ridiculous,-0.3333333333333333
guy,mexican,0.0
actor,new,0.13636363636363635
amount,favourite,0.0
campaign,worth,0.3
game,so bad,-0.6999999999999998
game,terrible,-1.0
campaign,excellent,1.0
multiplayer,safe,0.5
sniper,close,0.0
mw2,old,0.1
experience,great,0.8
go,linear,0.0
part,new,0.13636363636363635
experience,classic,0.16666666666666666
game,odd,-0.16666666666666666
optimization,few,-0.2
man,weird,-0.5
game,possible,0.0
game,bad,-0.6999999999999998
squad,first,0.25
prompt,blank,0.0
appeal,able,0.5
multiplayer,couple,0.0
process,automate,0.0
hacker,actual,0.0
mechanic,very clunky,-1.0
thing,more frustrating,0.04999999999999999
program,reopen,0.0
one,expensive,-0.5
invasion,terrible,-1.0
beta,good,0.7
bug,upcoming,0.0
fuck,absolute,0.2
industry,good,0.7
people,hard,-0.2916666666666667
footstep,unfair,-0.5
mode,regular,0.0
hook,instal,0.0
game,gable,0.0
game,overall,0.0
gun,cool,0.35
weapon,terrible,-1.0
field,good,0.7
slow,big,0.0
counter,visual,0.0
weapon,little,-0.1875
name,almost ness,0.0
game,mw2,0.0
favor,cold,-0.6
gun,visual,0.0
theme,same,0.0
company,that fast,0.2
game,first,0.25
lot,great,0.8
pc,bad,-0.6999999999999998
game,early,0.1
fps,such,0.0
game,incredible,0.9
gun,pretty balanced,0.625
play,so bad,-0.6999999999999998
enemy,other,-0.125
operator,most,0.5
camping,too loud,0.1
price,only accessible,0.1875
value,enjoyable,0.5
weapon,amazing,0.6000000000000001
game,great,0.8
play,good,0.7
spawn,bit iffy,0.0
camping,huge,0.4000000000000001
camp,good,0.7
player,awesome,1.0
people,aware,0.25
one,good,0.7
one,dead,-0.2
mw2,low,0.0
game,shockingly high,0.16
deus,possible,0.0
crash,modern,0.2
good,yearly,0.0
game,basically unplayable,-0.4
game,wrong,-0.5
game,texture,0.0
campaign,select,0.0
game,great,0.8
game,sad,-0.5
game,cold,-0.6
game,many,0.5
game,buggy,-1.0
internet,lose,-1.0
game,different,0.0
flow,mass,0.0
campaign,sweet,0.35
game,black,-0.16666666666666666
sport,ready,0.2
disappointment,sad,-0.5
game,huge,0.4000000000000001
campaign,disappointing,-0.6
multiplayer,slow,-0.30000000000000004
handling,shooter,0.0
game,good,0.7
steam,other,-0.125
launch,few,-0.2
scam,pal,0.0
audio,least,-0.3
game,simply all good,0.35
cod,good,0.7
game,corporate,0.0
player,carefully calculate,-0.1
player,other,-0.125
call,quick,0.3333333333333333
player,kill,-1.0
player,quick,0.3333333333333333
glitch,graphic,0.0
sniper,mostly useless,-0.5
foundation,past,-0.25
game,unworthy,-1.0
campaign,very good,0.9099999999999999
game,so similar,0.0
gun,unlock,0.0
game,good,0.7
map,good,0.7
visual,fun,0.3
menu,bad,-0.6999999999999998
problem,bad,-0.6999999999999998
game,payable,0.0
friend,anti,0.0
people,great,0.8
detection,only,0.0
campaign,beautiful,0.85
game,bullshit,-1.0
audio,marginally well,1.0
toddler,relatively unscathed,0.0
competitiveness,more casual,-5.551115123125783e-17
movement,fast,0.2
game,playable,0.0
category,full,0.35
people,good,0.7
multiplayer,really good,0.7
price,fine,0.4166666666666667
campaign,unable,-0.5
crash,worth,0.3
campaign,fun,0.3
alright,good,0.7
game,old,0.1
play,awesome,1.0
developer,broken,-0.4
package,most stupid,-0.14999999999999997
people,3ms,0.0
plenty,comprehensive,1.0
combatant,too hard,-0.2916666666666667
foe,familiar,0.375
tune,complex,-0.3
soundscape,proud,0.8
story,in,0.0
characterization,first,0.25
inclusion,pretty neat,0.625
readability,particularly annoying,-0.8
counter,more,0.5
mw2019,streak,0.0
space,bust,-1.0
consequence,harsh,-0.2
stability,bad,-0.6999999999999998
week,rough,-0.1
majority,few,-0.2
pop,white,0.0
screen,blue,0.0
game,pretty important,0.325
thing,disruptive,-1.0
bar,commensurate,0.0
money,less,-0.16666666666666666
game,further,0.0
game,potential,0.0
proposition,so many,0.5
assist,insane,-1.0
graphic,small,-0.25
game,more tactical,0.5
sniping,so easy,0.43333333333333335
point,other,-0.125
gun,most,0.5
balance,sided,0.0
people,too effective,0.6
system,obvious,0.0
delay,dead,-0.2
issue,more,0.5
game,current,0.0
game,bad,-0.6999999999999998
game,hardcore,0.0
mission,easiest,1.0
thing,same,0.0
weapon,different,0.0
game,more,0.5
game,many,0.5
thing,mediocre,-0.5
amount,large,0.21428571428571427
game,goodh1poor,0.0
map,good,0.7
enemy,able,0.5
map,good,0.7
lot,bad,-0.6999999999999998
sight,able,0.5
fight,instant,0.0
camping,good,0.7
campaign,good,0.7
campaign,fast,0.2
campaign,cheeky,0.0
cod,tactical,0.0
bee,able,0.5
wing,little,-0.1875
think,impossible,-0.6666666666666666
friend,other,-0.125
stinger,sharpen,0.0
father,good,0.7
card,perfect,1.0
formula,correct,1.0
syrup,golden,0.3
stress,new,0.13636363636363635
job,small,-0.25
game,good,0.7
game,single,-0.07142857142857142
campaign,insanely good,0.7
multiplayer,good,0.7
game,bad,-0.6999999999999998
universe,good,0.7
lot,miss,-1.0
sweat,few,-0.2
mission,second,0.0
map,really fun,0.3
player,low skilled,0.25
people,more,0.5
thing,active,-0.13333333333333333
player,high,0.16
wanna,gross,-0.5
sniper,due,-0.125
game,long,-0.05
fun,non,0.0
steam,complete,0.1
game,new,0.13636363636363635
game,terrible,-1.0
team,first,0.25
mode,amazing,0.6000000000000001
game,stealth,0.0
storey,overall,0.0
achievement,quite fun,0.3
map,so horrendously bad,-0.6999999999999998
guy,enough good,0.6
game,new,0.13636363636363635
gunsmith,amazing,0.6000000000000001
map,vibrant,0.16666666666666666
game,literal,0.0
op,black,-0.16666666666666666
multiplayer,alright,0.0
part,key,0.0
game,very good,0.9099999999999999
game,really good,0.7
kid,polyatomic,0.0
crash,kinda iffy,0.0
play,several,0.0
i,legitimately terrible,-1.0
menu,similar,0.0
menu,noisy confusing,-0.65
genius,great,0.8
customise,same,0.0
balance,other,-0.125
ghost,ultimate,0.0
ghost,50ish,0.0
bonus,poorly execute,-0.4
deus,more,0.5
option,hardcore,0.0
game,top,0.5
character,overall,0.0
game,horrible,-1.0
campaign,full,0.35
garb,that bad,-0.6999999999999998
non,disgusting,-1.0
activation,well,1.0
game,amazing,0.6000000000000001
ward,good,0.7
game,tired,-0.4
game,serious,-0.3333333333333333
aim,too much,0.2
steam,disconnect,0.0
game,very buggy,-1.0
game,great,0.8
cod,other,-0.125
campaign,technical,0.0
animation,top,0.5
mode,huge,0.4000000000000001
crash,decent,0.16666666666666666
loss,good,0.7
system,next,0.0
game,similar,0.0
need,hardcore,0.0
campaign,great,0.8
play,phenomenal,0.5
version,more,0.5
groundbreake,original,0.375
animation,great,0.8
impression,modern,0.2
coop,fun,0.3
fan,so final,0.0
life,currently undead,0.0
play,neutral,0.0
game,too expensive,-0.5
euro,stupid,-0.7999999999999999
icon,so many,0.5
people,unreadable,-1.0
campaign,really good,0.7
game,real,0.2
police,absolutely negative,-0.3
game,small,-0.25
campaign,immersive,0.0
animation,really good,0.7
physics,actually good,0.7
game,modern,0.2
version,hardcore,0.0
fee,initial,0.0
player,only,0.0
system,terrible,-1.0
game,new,0.13636363636363635
crash,full,0.35
team,silent,0.5
beta,late,-0.3
gaming,favourite,0.0
mouse,too much,0.2
fan,poor,-0.4
game,cold,-0.6
people,angry,-0.5
game,buggy,-1.0
h1h1,modern,0.2
animation,main,0.16666666666666666
call,mw2,0.0
game,mw2,0.0
vision,total,0.0
mw2,same,0.0
people,well stick,1.0
game,seriously unfinished,-1.0
thing,only,0.0
game,so bad,-0.6999999999999998
i,buggy,-1.0
cost,already high,0.16
mode,fair,0.7
game,other,-0.125
match,damn,-1.0
game,awesome,1.0
game,first,0.25
game,good,0.7
mongoloid,dead,-0.2
snowflake,own,0.6
complaint,insane,-1.0
campaign,amazing,0.6000000000000001
deus,main,0.16666666666666666
level,utter,0.0
deus,good,0.7
core,same,0.0
speed,marksman,0.0
game,well,1.0
hardcore,possible,0.0
shit,stack,0.0
fix,great,0.8
network,offline,0.0
game,full,0.35
coop,other,-0.125
people,good,0.7
hell,shitty confusing,-0.3
multiplayer,smooth,0.4
int,that bad,-0.6999999999999998
campaign,good,0.7
movement,really refreshing,0.5
game,other,-0.125
bug,casual,-0.5000000000000001
people,most,0.5
game,completely black,-0.16666666666666666
game,fun,0.3
pew,mad,-0.625
pc,so amazing,0.6000000000000001
game,technical,0.0
company,playable,0.0
teammate,huge,0.4000000000000001
recoil,virtual,0.0
keybinding,reset,0.0
1st,holy,1.0
font,mw2,0.0
cheat,cheat,-1.0
campaign,very predictable,-0.26
way,good,0.7
feature,miss,-1.0
cod,unrecognizable,0.0
squad,dead,-0.2
operator,kevlar,0.0
people,available,0.4
game,break,-1.0
ward,long,-0.05
grind,less repetitive,-0.20833333333333331
silencer,annoying,-0.8
people,mic,0.0
field,fun,0.3
gun,great,0.8
hacker,rampant,-1.0
king,good,0.7
game,horrible,-1.0
scene,enjoyable,0.5
design,crisp,0.25
game,2nd,0.0
mommy,frozen,-1.0
game,good,0.7
map,bad,-0.6999999999999998
game,too big,0.0
excuse,worth,0.3
play,miss,-1.0
glitch,unusable,-1.0
game,random,-0.5
people,racial,0.0
game,literally unplayable,-0.4
game,sick,-0.7142857142857143
variety,fair,0.7
graphic,still very buggy,-1.0
issue,few,-0.2
shoot,good,0.7
accuracy,more inaccurate,-0.25
shot,normal,0.15
sensitivity,slightly wrong,-0.5
player,bad,-0.6999999999999998
map,bad,-0.6999999999999998
game,stupid,-0.7999999999999999
bug,few,-0.2
design,just as bad,-0.6999999999999998
soldier,important,0.4
matchmaking,total,0.0
amount,infinite,0.0
orion,good,0.7
game,good,0.7
game,second,0.0
game,massive,0.0
game,free,0.4
war,doom,-1.0
people,extremely fun,0.3
assist,able,0.5
predecessor,enjoyable,0.5
game,current,0.0
campaign,pretty good,0.475
mode,certain,0.21428571428571427
experience,pretty good,0.475
linux,very bad,-0.9099999999999998
game,simply skilled,0.5
match,punish,-1.0
idea,new,0.13636363636363635
jumping,bad,-0.6999999999999998
implementation,certain,0.21428571428571427
platform,at least,-0.3
controller,good,0.7
brain,casual,-0.5000000000000001
crashing,detrimental,-1.0
game,first,0.25
game,so bad,-0.6999999999999998
battlefield,more,0.5
bug,second,0.0
game,high,0.16
multiplayer,nearly unplayable,-0.4
map,unusable,-1.0
